STATE,COUNTY,CTYNAME,POPESTIMATE2019
22,71,Orleans Parish,391172
22,73,Ouachita Parish,153401
22,75,Plaquemines Parish,23264
22,77,Pointe Coupee Parish,21735
22,79,Rapides Parish,129800
22,81,Red River Parish,8380
22,83,Richland Parish,20147
22,85,Sabine Parish,23895
22,87,St. Bernard Parish,47192
22,89,St. Charles Parish,53083
22,91,St. Helena Parish,10145
22,93,St. James Parish,21045
22,95,St. John the Baptist Parish,42824
22,97,St. Landry Parish,82196
22,99,St. Martin Parish,53497
22,101,St. Mary Parish,49294
22,103,St. Tammany Parish,261303
22,105,Tangipahoa Parish,134845
22,107,Tensas Parish,4319
22,109,Terrebonne Parish,110615
22,111,Union Parish,22068
22,113,Vermilion Parish,59573
22,115,Vernon Parish,48394
22,117,Washington Parish,46158
22,119,Webster Parish,38323
22,121,West Baton Rouge Parish,26550
22,123,West Carroll Parish,10906
22,125,West Feliciana Parish,15570
22,127,Winn Parish,13961
23,0,Maine,1345770
23,1,Androscoggin County,108361
23,3,Aroostook County,67092
23,5,Cumberland County,296052
23,7,Franklin County,30046
23,9,Hancock County,55098
23,11,Kennebec County,122241
23,13,Knox County,39792
23,15,Lincoln County,34685
23,17,Oxford County,57895
23,19,Penobscot County,151823
23,21,Piscataquis County,16880
23,23,Sagadahoc County,36057
23,25,Somerset County,50729
23,27,Waldo County,39755
23,29,Washington County,31286
23,31,York County,207978
24,0,Maryland,6054954
24,1,Allegany County,70527
24,3,Anne Arundel County,579895
24,5,Baltimore County,828503
24,9,Calvert County,92660
24,11,Caroline County,33509
24,13,Carroll County,168774
24,15,Cecil County,103092
24,17,Charles County,163733
24,19,Dorchester County,31864
24,21,Frederick County,260609
24,23,Garrett County,29049
24,25,Harford County,255594
24,27,Howard County,325951
24,29,Kent County,19426
24,31,Montgomery County,1051129
24,33,Prince George's County,911562
24,35,Queen Anne's County,50585
24,37,St. Mary's County,113764
24,39,Somerset County,25609
24,41,Talbot County,37186
24,43,Washington County,151066
24,45,Wicomico County,104005
24,47,Worcester County,52261
24,510,Baltimore city,594601
25,0,Massachusetts,6894883
25,1,Barnstable County,212923
25,3,Berkshire County,125217
25,5,Bristol County,565096
25,7,Dukes County,17461
25,9,Essex County,789725
25,11,Franklin County,70276
25,13,Hampden County,465749
25,15,Hampshire County,161596
25,17,Middlesex County,1611263
25,19,Nantucket County,11330
25,21,Norfolk County,707164
25,23,Plymouth County,521841
25,25,Suffolk County,805915
25,27,Worcester County,829327
26,0,Michigan,9984795
26,1,Alcona County,10453
26,3,Alger County,9078
26,5,Allegan County,118045
26,7,Alpena County,28391
26,9,Antrim County,23359
26,11,Arenac County,14944
26,13,Baraga County,8245
26,15,Barry County,61481
26,17,Bay County,102964
26,19,Benzie County,17767
26,21,Berrien County,153352
26,23,Branch County,43444
26,25,Calhoun County,133806
26,27,Cass County,51847
26,29,Charlevoix County,26202
26,31,Cheboygan County,25331
26,33,Chippewa County,37287
26,35,Clare County,30884
26,37,Clinton County,79615
26,39,Crawford County,14012
26,41,Delta County,35744
26,43,Dickinson County,25336
26,45,Eaton County,110119
26,47,Emmet County,33337
26,49,Genesee County,405702
26,51,Gladwin County,25430
26,53,Gogebic County,13971
26,55,Grand Traverse County,93032
26,57,Gratiot County,40681
26,59,Hillsdale County,45548
26,61,Houghton County,35709
26,63,Huron County,30904
26,65,Ingham County,291426
26,67,Ionia County,64654
26,69,Iosco County,25244
26,71,Iron County,11053
26,73,Isabella County,69635
26,75,Jackson County,158357
26,77,Kalamazoo County,265531
26,79,Kalkaska County,17984
26,81,Kent County,656800
26,83,Keweenaw County,2085
26,85,Lake County,11752
26,87,Lapeer County,87808
26,89,Leelanau County,21692
26,91,Lenawee County,98519
26,93,Livingston County,192058
26,95,Luce County,6266
26,97,Mackinac County,10807
26,99,Macomb County,872389
26,101,Manistee County,24619
26,103,Marquette County,66689
26,105,Mason County,29154
26,107,Mecosta County,43583
26,109,Menominee County,22772
26,111,Midland County,83412
26,113,Missaukee County,15079
26,115,Monroe County,150412
26,117,Montcalm County,63708
26,119,Montmorency County,9304
26,121,Muskegon County,173645
26,123,Newaygo County,49027
26,125,Oakland County,1257726
26,127,Oceana County,26562
26,129,Ogemaw County,20933
26,131,Ontonagon County,5713
26,133,Osceola County,23394
26,135,Oscoda County,8318
26,137,Otsego County,24664
26,139,Ottawa County,291460
26,141,Presque Isle County,12602
26,143,Roscommon County,23986
26,145,Saginaw County,190484
26,147,St. Clair County,159339
26,149,St. Joseph County,60826
26,151,Sanilac County,41220
26,153,Schoolcraft County,8081
26,155,Shiawassee County,68065
26,157,Tuscola County,52355
26,159,Van Buren County,75594
26,161,Washtenaw County,368242
26,163,Wayne County,1750093
26,165,Wexford County,33654
27,0,Minnesota,5640053
27,1,Aitkin County,15841
27,3,Anoka County,357538
27,5,Becker County,34461
27,7,Beltrami County,47205
27,9,Benton County,40938
27,11,Big Stone County,4967
27,13,Blue Earth County,67874
27,15,Brown County,24965
27,17,Carlton County,35913
27,19,Carver County,105128
27,21,Cass County,29622
27,23,Chippewa County,11756
27,25,Chisago County,56543
27,27,Clay County,64441
27,29,Clearwater County,8843
27,31,Cook County,5416
27,33,Cottonwood County,11232
27,35,Crow Wing County,65191
27,37,Dakota County,429453
27,39,Dodge County,20976
27,41,Douglas County,38070
27,43,Faribault County,13671
27,45,Fillmore County,21081
27,47,Freeborn County,30385
27,49,Goodhue County,46391
27,51,Grant County,5977
27,53,Hennepin County,1265159
27,55,Houston County,18667
27,57,Hubbard County,21604
27,59,Isanti County,40447
27,61,Itasca County,45225
27,63,Jackson County,9799
27,65,Kanabec County,16357
27,67,Kandiyohi County,43137
27,69,Kittson County,4286
27,71,Koochiching County,12202
27,73,Lac qui Parle County,6628
27,75,Lake County,10625
27,77,Lake of the Woods County,3736
27,79,Le Sueur County,28856
27,81,Lincoln County,5619
27,83,Lyon County,25579
27,85,McLeod County,35826
27,87,Mahnomen County,5540
27,89,Marshall County,9345
27,91,Martin County,19641
27,93,Meeker County,23166
27,95,Mille Lacs County,26166
27,97,Morrison County,33329
27,99,Mower County,40040
27,101,Murray County,8197
27,103,Nicollet County,34311
27,105,Nobles County,21645
27,107,Norman County,6388
27,109,Olmsted County,158188
27,111,Otter Tail County,58684
27,113,Pennington County,14069
27,115,Pine County,29430
27,117,Pipestone County,9152
27,119,Polk County,31330
27,121,Pope County,11216
27,123,Ramsey County,549632
27,125,Red Lake County,4032
27,127,Redwood County,15158
27,129,Renville County,14551
27,131,Rice County,67016
27,133,Rock County,9334
27,135,Roseau County,15176
27,137,St. Louis County,199212
27,139,Scott County,149004
27,141,Sherburne County,97424
27,143,Sibley County,14868
27,145,Stearns County,161076
27,147,Steele County,36687
27,149,Stevens County,9822
27,151,Swift County,9294
27,153,Todd County,24725
27,155,Traverse County,3260
27,157,Wabasha County,21548
27,159,Wadena County,13662
27,161,Waseca County,18558
27,163,Washington County,262541
27,165,Watonwan County,10846
27,167,Wilkin County,6223
27,169,Winona County,50659
27,171,Wright County,138542
27,173,Yellow Medicine County,9736
28,0,Mississippi,2978227
28,1,Adams County,30736
28,3,Alcorn County,37043
28,5,Amite County,12286
28,7,Attala County,18173
28,9,Benton County,8278
28,11,Bolivar County,30714
28,13,Calhoun County,14365
28,15,Carroll County,9928
28,17,Chickasaw County,17026
28,19,Choctaw County,8192
28,21,Claiborne County,8998
28,23,Clarke County,15506
28,25,Clay County,19349
28,27,Coahoma County,22095
28,29,Copiah County,28099
28,31,Covington County,18562
28,33,DeSoto County,185385
28,35,Forrest County,75035
28,37,Franklin County,7694
28,39,George County,24435
28,41,Greene County,13569
28,43,Grenada County,20732
28,45,Hancock County,47673
28,47,Harrison County,207859
28,49,Hinds County,231919
28,51,Holmes County,17036
28,53,Humphreys County,8056
28,55,Issaquena County,1324
28,57,Itawamba County,23351
28,59,Jackson County,143387
28,61,Jasper County,16368
28,63,Jefferson County,7022
28,65,Jefferson Davis County,11089
28,67,Jones County,68282
28,69,Kemper County,9780
28,71,Lafayette County,54239
28,73,Lamar County,63447
28,75,Lauderdale County,74619
28,77,Lawrence County,12607
28,79,Leake County,22830
28,81,Lee County,85674
28,83,Leflore County,28202
28,85,Lincoln County,34111
28,87,Lowndes County,58621
28,89,Madison County,106334
28,91,Marion County,24504
28,93,Marshall County,35302
28,95,Monroe County,35291
28,97,Montgomery County,9766
28,99,Neshoba County,29147
28,101,Newton County,20987
28,103,Noxubee County,10425
28,105,Oktibbeha County,49543
28,107,Panola County,34102
28,109,Pearl River County,55752
28,111,Perry County,11998
28,113,Pike County,39284
28,115,Pontotoc County,32280
28,117,Prentiss County,25074
28,119,Quitman County,6808
28,121,Rankin County,155342
28,123,Scott County,28203
28,125,Sharkey County,4312
28,127,Simpson County,26803
28,129,Smith County,15840
28,131,Stone County,18289
28,133,Sunflower County,25131
28,135,Tallahatchie County,13931
28,137,Tate County,28304
28,139,Tippah County,22021
28,141,Tishomingo County,19368
28,143,Tunica County,9602
28,145,Union County,28711
28,147,Walthall County,14316
28,149,Warren County,45477
28,151,Washington County,43973
28,153,Wayne County,20186
28,155,Webster County,9702
28,157,Wilkinson County,8628
28,159,Winston County,17993
28,161,Yalobusha County,12104
28,163,Yazoo County,29698
29,0,Missouri,6140475
29,1,Adair County,25511
29,3,Andrew County,17699
29,5,Atchison County,5109
29,7,Audrain County,24962
29,9,Barry County,35789
29,11,Barton County,11681
29,13,Bates County,16213
29,15,Benton County,19477
29,17,Bollinger County,12142
29,19,Boone County,181084
29,21,Buchanan County,87212
29,23,Butler County,42574
29,25,Caldwell County,9039
29,27,Callaway County,44762
29,29,Camden County,46211
29,31,Cape Girardeau County,78971
29,33,Carroll County,8698
29,35,Carter County,5981
29,37,Cass County,105731
29,39,Cedar County,14301
29,41,Chariton County,7463
29,43,Christian County,88913
29,45,Clark County,6804
29,47,Clay County,250522
29,49,Clinton County,20434
29,51,Cole County,76774
29,53,Cooper County,17563
29,55,Crawford County,23856
29,57,Dade County,7547
29,59,Dallas County,16984
29,61,Daviess County,8273
29,63,DeKalb County,10802
29,65,Dent County,15548
29,67,Douglas County,13248
29,69,Dunklin County,29173
29,71,Franklin County,103860
29,73,Gasconade County,14671
29,75,Gentry County,6564
29,77,Greene County,293499
29,79,Grundy County,9780
29,81,Harrison County,8346
29,83,Henry County,21971
29,85,Hickory County,9496
29,87,Holt County,4387
29,89,Howard County,9982
29,91,Howell County,40084
29,93,Iron County,10152
29,95,Jackson County,704350
29,97,Jasper County,121228
29,99,Jefferson County,225402
29,101,Johnson County,54187
29,103,Knox County,3957
29,105,Laclede County,35869
29,107,Lafayette County,32774
29,109,Lawrence County,38288
29,111,Lewis County,9787
29,113,Lincoln County,59040
29,115,Linn County,11906
29,117,Livingston County,14982
29,119,McDonald County,22912
29,121,Macon County,15111
29,123,Madison County,12118
29,125,Maries County,8751
29,127,Marion County,28543
29,129,Mercer County,3619
29,131,Miller County,25607
29,133,Mississippi County,13208
29,135,Moniteau County,15816
29,137,Monroe County,8627
29,139,Montgomery County,11472
29,141,Morgan County,20720
29,143,New Madrid County,17052
29,145,Newton County,58329
29,147,Nodaway County,22089
29,149,Oregon County,10517
29,151,Osage County,13621
29,153,Ozark County,9155
29,155,Pemiscot County,15864
29,157,Perry County,19164
29,159,Pettis County,42417
29,161,Phelps County,44593
29,163,Pike County,17678
29,165,Platte County,104726
29,167,Polk County,32228
29,169,Pulaski County,52634
29,171,Putnam County,4688
29,173,Ralls County,10292
29,175,Randolph County,24839
29,177,Ray County,23024
29,179,Reynolds County,6288
29,181,Ripley County,13343
29,183,St. Charles County,401625
29,185,St. Clair County,9450
29,186,Ste. Genevieve County,17957
29,187,St. Francois County,66942
29,189,St. Louis County,995467
29,195,Saline County,22827
29,197,Schuyler County,4632
29,199,Scotland County,4936
29,201,Scott County,38416
29,203,Shannon County,8177
29,205,Shelby County,5923
29,207,Stoddard County,29096
29,209,Stone County,32002
29,211,Sullivan County,6061
29,213,Taney County,56057
29,215,Texas County,25383
29,217,Vernon County,20654
29,219,Warren County,35716
29,221,Washington County,24743
29,223,Wayne County,12904
29,225,Webster County,39644
29,227,Worth County,1989
29,229,Wright County,18329
29,510,St. Louis city,300887
30,0,Montana,1070123
30,1,Beaverhead County,9474
30,3,Big Horn County,13248
30,5,Blaine County,6704
30,7,Broadwater County,6203
30,9,Carbon County,10703
30,11,Carter County,1245
30,13,Cascade County,81393
30,15,Chouteau County,5681
30,17,Custer County,11361
30,19,Daniels County,1646
30,21,Dawson County,8638
30,23,Deer Lodge County,9207
30,25,Fallon County,2878
30,27,Fergus County,11032
30,29,Flathead County,103880
30,31,Gallatin County,114472
30,33,Garfield County,1272
30,35,Glacier County,13701
30,37,Golden Valley County,827
30,39,Granite County,3335
30,41,Hill County,16494
30,43,Jefferson County,12211
30,45,Judith Basin County,2010
30,47,Lake County,30586
30,49,Lewis and Clark County,69578
30,51,Liberty County,2386
30,53,Lincoln County,20099
30,55,McCone County,1649
30,57,Madison County,8749
30,59,Meagher County,1841
30,61,Mineral County,4422
30,63,Missoula County,120066
30,65,Musselshell County,4626
30,67,Park County,16612
30,69,Petroleum County,497
30,71,Phillips County,3955
30,73,Pondera County,5858
30,75,Powder River County,1688
30,77,Powell County,6854
30,79,Prairie County,1064
30,81,Ravalli County,44149
30,83,Richland County,10943
30,85,Roosevelt County,11027
30,87,Rosebud County,8955
30,89,Sanders County,11946
30,91,Sheridan County,3318
30,93,Silver Bow County,34901
30,95,Stillwater County,9671
30,97,Sweet Grass County,3717
30,99,Teton County,6150
30,101,Toole County,4709
30,103,Treasure County,697
30,105,Valley County,7390
30,107,Wheatland County,2102
30,109,Wibaux County,954
30,111,Yellowstone County,161349
31,0,Nebraska,1932571
31,1,Adams County,31309
31,3,Antelope County,6317
31,5,Arthur County,468
31,7,Banner County,757
31,9,Blaine County,455
31,11,Boone County,5176
31,13,Box Butte County,10786
31,15,Boyd County,1894
31,17,Brown County,2966
31,19,Buffalo County,49823
31,21,Burt County,6494
31,23,Butler County,7990
31,25,Cass County,26186
31,27,Cedar County,8420
31,29,Chase County,3901
31,31,Cherry County,5757
31,33,Cheyenne County,9011
31,35,Clay County,6219
31,37,Colfax County,10677
31,39,Cuming County,8818
31,41,Custer County,10796
31,43,Dakota County,20100
31,45,Dawes County,8557
31,47,Dawson County,23571
31,49,Deuel County,1816
31,51,Dixon County,5636
31,53,Dodge County,36444
31,55,Douglas County,570860
31,57,Dundy County,1686
31,59,Fillmore County,5484
31,61,Franklin County,2945
31,63,Frontier County,2631
31,65,Furnas County,4690
31,67,Gage County,21542
31,69,Garden County,1822
31,71,Garfield County,1970
31,73,Gosper County,1978
31,75,Grant County,631
31,77,Greeley County,2368
31,79,Hall County,61454
31,81,Hamilton County,9285
31,83,Harlan County,3372
31,85,Hayes County,911
31,87,Hitchcock County,2759
31,89,Holt County,10084
31,91,Hooker County,668
31,93,Howard County,6423
31,95,Jefferson County,7020
31,97,Johnson County,5050
31,99,Kearney County,6607
31,101,Keith County,8021
31,103,Keya Paha County,784
31,105,Kimball County,3597
31,107,Knox County,8337
31,109,Lancaster County,318403
31,111,Lincoln County,34856
31,113,Logan County,750
31,115,Loup County,659
31,117,McPherson County,493
31,119,Madison County,35059
31,121,Merrick County,7818
31,123,Morrill County,4624
31,125,Nance County,3482
31,127,Nemaha County,6943
31,129,Nuckolls County,4152
31,131,Otoe County,15993
31,133,Pawnee County,2639
31,135,Perkins County,2884
31,137,Phelps County,8991
31,139,Pierce County,7136
31,141,Platte County,33413
31,143,Polk County,5154
31,145,Red Willow County,10720
31,147,Richardson County,7854
31,149,Rock County,1370
31,151,Saline County,14194
31,153,Sarpy County,186893
31,155,Saunders County,21562
31,157,Scotts Bluff County,35582
31,159,Seward County,17318
31,161,Sheridan County,5229
31,163,Sherman County,2984
31,165,Sioux County,1158
31,167,Stanton County,5932
31,169,Thayer County,4976
31,171,Thomas County,723
31,173,Thurston County,7234
31,175,Valley County,4117
31,177,Washington County,20683
31,179,Wayne County,9413
31,181,Webster County,3465
31,183,Wheeler County,780
31,185,York County,13612
32,0,Nevada,3090771
32,1,Churchill County,25048
32,3,Clark County,2275884
32,5,Douglas County,48998
32,7,Elko County,52880
32,9,Esmeralda County,870
32,11,Eureka County,2078
32,13,Humboldt County,16884
32,15,Lander County,5516
32,17,Lincoln County,5179
32,19,Lyon County,57499
32,21,Mineral County,4516
32,23,Nye County,46845
32,27,Pershing County,6628
32,29,Storey County,4193
32,31,Washoe County,472381
32,33,White Pine County,9478
32,510,Carson City,55894
33,0,New Hampshire,1360783
33,1,Belknap County,61398
33,3,Carroll County,48745
33,5,Cheshire County,75880
33,7,Coos County,31421
33,9,Grafton County,90369
33,11,Hillsborough County,417738
33,13,Merrimack County,151606
33,15,Rockingham County,309647
33,17,Strafford County,130716
33,19,Sullivan County,43263
34,0,New Jersey,8891258
34,1,Atlantic County,263653
34,3,Bergen County,932256
34,5,Burlington County,446160
34,7,Camden County,506503
34,9,Cape May County,92247
34,11,Cumberland County,148995
34,13,Essex County,802162
34,15,Gloucester County,291842
34,17,Hudson County,674030
34,19,Hunterdon County,125201
34,21,Mercer County,368047
34,23,Middlesex County,824394
34,25,Monmouth County,619687
34,27,Morris County,491577
34,29,Ocean County,607498
34,31,Passaic County,501838
34,33,Salem County,62341
34,35,Somerset County,329998
34,37,Sussex County,140710
34,39,Union County,556664
34,41,Warren County,105455
35,0,New Mexico,2099634
35,1,Bernalillo County,679425
35,3,Catron County,3507
35,5,Chaves County,64586
35,6,Cibola County,26681
35,7,Colfax County,12068
35,9,Curry County,49083
35,11,De Baca County,1741
35,13,Doña Ana County,218864
35,15,Eddy County,58394
35,17,Grant County,26941
35,19,Guadalupe County,4278
35,21,Harding County,636
35,23,Hidalgo County,4203
35,25,Lea County,71123
35,27,Lincoln County,19730
35,28,Los Alamos County,19383
35,29,Luna County,23775
35,31,McKinley County,71478
35,33,Mora County,4490
35,35,Otero County,67572
35,37,Quay County,8243
35,39,Rio Arriba County,38883
35,41,Roosevelt County,18501
35,43,Sandoval County,147045
35,45,San Juan County,124027
35,47,San Miguel County,27337
35,49,Santa Fe County,150951
35,51,Sierra County,10886
35,53,Socorro County,16613
35,55,Taos County,32752
35,57,Torrance County,15442
35,59,Union County,4043
35,61,Valencia County,76953
36,0,New York,19463131
36,1,Albany County,304752
36,3,Allegany County,45915
36,5,Bronx County,1418187
36,7,Broome County,190737
36,9,Cattaraugus County,76230
36,11,Cayuga County,76450
36,13,Chautauqua County,126636
36,15,Chemung County,83404
36,17,Chenango County,47234
36,19,Clinton County,80031
36,21,Columbia County,59582
36,23,Cortland County,47410
36,25,Delaware County,44356
36,27,Dutchess County,293934
36,29,Erie County,918813
36,31,Essex County,36987
36,33,Franklin County,50102
36,35,Fulton County,53336
36,37,Genesee County,57414
36,39,Greene County,47211
36,41,Hamilton County,4438
36,43,Herkimer County,61356
36,45,Jefferson County,110143
36,47,Kings County,2562329
36,49,Lewis County,26329
36,51,Livingston County,62893
36,53,Madison County,70875
36,55,Monroe County,742605
36,57,Montgomery County,49355
36,59,Nassau County,1356073
36,61,New York County,1632326
36,63,Niagara County,209563
36,65,Oneida County,228240
36,67,Onondaga County,460870
36,69,Ontario County,109984
36,71,Orange County,384950
36,73,Orleans County,40351
36,75,Oswego County,116934
36,77,Otsego County,59347
36,79,Putnam County,98511
36,81,Queens County,2253942
36,83,Rensselaer County,158981
36,85,Richmond County,476141
36,87,Rockland County,326352
36,89,St. Lawrence County,107766
36,91,Saratoga County,229635
36,93,Schenectady County,155548
36,95,Schoharie County,31052
36,97,Schuyler County,17812
36,99,Seneca County,34189
36,101,Steuben County,95328
36,103,Suffolk County,1478325
36,105,Sullivan County,75551
36,107,Tioga County,48221
36,109,Tompkins County,101971
36,111,Ulster County,177933
36,113,Warren County,63980
36,115,Washington County,61168
36,117,Wayne County,89816
36,119,Westchester County,968467
36,121,Wyoming County,39858
36,123,Yates County,24902
37,0,North Carolina,10501384
37,1,Alamance County,169173
37,3,Alexander County,37417
37,5,Alleghany County,11134
37,7,Anson County,23538
37,9,Ashe County,27215
37,11,Avery County,17496
37,13,Beaufort County,47096
37,15,Bertie County,18962
37,17,Bladen County,32864
37,19,Brunswick County,142987
37,21,Buncombe County,262049
37,23,Burke County,90424
37,25,Cabarrus County,216340
37,27,Caldwell County,82275
37,29,Camden County,10770
37,31,Carteret County,69513
37,33,Caswell County,22590
37,35,Catawba County,159363
37,37,Chatham County,74419
37,39,Cherokee County,28708
37,41,Chowan County,13917
37,43,Clay County,11277
37,45,Cleveland County,97964
37,47,Columbus County,55452
37,49,Craven County,102031
37,51,Cumberland County,336524
37,53,Currituck County,27916
37,55,Dare County,37071
37,57,Davidson County,168238
37,59,Davie County,42699
37,61,Duplin County,58802
37,63,Durham County,322969
37,65,Edgecombe County,51429
37,67,Forsyth County,382118
37,69,Franklin County,69775
37,71,Gaston County,224652
37,73,Gates County,11536
37,75,Graham County,8470
37,77,Granville County,60358
37,79,Greene County,20915
37,81,Guilford County,537872
37,83,Halifax County,50074
37,85,Harnett County,136172
37,87,Haywood County,62510
37,89,Henderson County,117347
37,91,Hertford County,23642
37,93,Hoke County,55166
37,95,Hyde County,4932
37,97,Iredell County,181866
37,99,Jackson County,43736
37,101,Johnston County,209786
37,103,Jones County,9339
37,105,Lee County,61772
37,107,Lenoir County,56074
37,109,Lincoln County,86627
37,111,McDowell County,45784
37,113,Macon County,35729
37,115,Madison County,21638
37,117,Martin County,22451
37,119,Mecklenburg County,1113283
37,121,Mitchell County,14928
37,123,Montgomery County,27209
37,125,Moore County,101167
37,127,Nash County,94258
37,129,New Hanover County,234275
37,131,Northampton County,19498
37,133,Onslow County,202795
37,135,Orange County,148192
37,137,Pamlico County,12650
37,139,Pasquotank County,39970
37,141,Pender County,63046
37,143,Perquimans County,13578
37,145,Person County,39621
37,147,Pitt County,181257
37,149,Polk County,20723
37,151,Randolph County,143495
37,153,Richmond County,44764
37,155,Robeson County,130440
37,157,Rockingham County,91118
37,159,Rowan County,141818
37,161,Rutherford County,67031
37,163,Sampson County,63372
37,165,Scotland County,34776
37,167,Stanly County,62645
37,169,Stokes County,45634
37,171,Surry County,71741
37,173,Swain County,14312
37,175,Transylvania County,34270
37,177,Tyrrell County,3813
37,179,Union County,240028
37,181,Vance County,44670
37,183,Wake County,1112795
37,185,Warren County,19692
37,187,Washington County,11635
37,189,Watauga County,56271
37,191,Wayne County,123904
37,193,Wilkes County,68296
37,195,Wilson County,81775
37,197,Yadkin County,37617
37,199,Yancey County,18059
38,0,North Dakota,763724
38,1,Adams County,2227
38,3,Barnes County,10414
38,5,Benson County,6837
38,7,Billings County,937
38,9,Bottineau County,6292
38,11,Bowman County,3036
38,13,Burke County,2131
38,15,Burleigh County,95816
38,17,Cass County,182238
38,19,Cavalier County,3734
38,21,Dickey County,4851
38,23,Divide County,2244
38,25,Dunn County,4412
38,27,Eddy County,2241
38,29,Emmons County,3235
38,31,Foster County,3217
38,33,Golden Valley County,1762
38,35,Grand Forks County,69670
38,37,Grant County,2272
38,39,Griggs County,2218
38,41,Hettinger County,2521
38,43,Kidder County,2481
38,45,LaMoure County,4049
38,47,Logan County,1851
38,49,McHenry County,5753
38,51,McIntosh County,2473
38,53,McKenzie County,15038
38,55,McLean County,9440
38,57,Mercer County,8228
38,59,Morton County,31301
38,61,Mountrail County,10507
38,63,Nelson County,2856
38,65,Oliver County,1951
38,67,Pembina County,6754
38,69,Pierce County,3997
38,71,Ramsey County,11488
38,73,Ransom County,5217
38,75,Renville County,2324
38,77,Richland County,16187
38,79,Rolette County,14271
38,81,Sargent County,3950
38,83,Sheridan County,1295
38,85,Sioux County,4259
38,87,Slope County,754
38,89,Stark County,31483
38,91,Steele County,1900
38,93,Stutsman County,20695
38,95,Towner County,2166
38,97,Traill County,8037
38,99,Walsh County,10574
38,101,Ward County,68449
38,103,Wells County,3794
38,105,Williams County,37897
39,0,Ohio,11696507
39,1,Adams County,27640
39,3,Allen County,102450
39,5,Ashland County,53418
39,7,Ashtabula County,97088
39,9,Athens County,65582
39,11,Auglaize County,45610
39,13,Belmont County,66979
39,15,Brown County,43473
39,17,Butler County,383603
39,19,Carroll County,26984
39,21,Champaign County,38930
39,23,Clark County,134315
39,25,Clermont County,206851
39,27,Clinton County,42002
39,29,Columbiana County,101794
39,31,Coshocton County,36549
39,33,Crawford County,41396
39,35,Cuyahoga County,1235574
39,37,Darke County,51181
39,39,Defiance County,37978
39,41,Delaware County,209768
39,43,Erie County,74179
39,45,Fairfield County,157703
39,47,Fayette County,28486
39,49,Franklin County,1318766
39,51,Fulton County,42175
39,53,Gallia County,29850
39,55,Geauga County,93494
39,57,Greene County,169354
39,59,Guernsey County,38876
39,61,Hamilton County,818653
39,63,Hancock County,75690
39,65,Hardin County,31369
39,67,Harrison County,15053
39,69,Henry County,26942
39,71,Highland County,43123
39,73,Hocking County,28240
39,75,Holmes County,44021
39,77,Huron County,58269
39,79,Jackson County,32372
39,81,Jefferson County,65494
39,83,Knox County,62239
39,85,Lake County,229739
39,87,Lawrence County,59556
39,89,Licking County,177174
39,91,Logan County,45594
39,93,Lorain County,310100
39,95,Lucas County,428888
39,97,Madison County,44812
39,99,Mahoning County,227510
39,101,Marion County,65057
39,103,Medina County,180121
39,105,Meigs County,22868
39,107,Mercer County,41255
39,109,Miami County,106995
39,111,Monroe County,13708
39,113,Montgomery County,532139
39,115,Morgan County,14505
39,117,Morrow County,35342
39,119,Muskingum County,86042
39,121,Noble County,14451
39,123,Ottawa County,40532
39,125,Paulding County,18672
39,127,Perry County,36127
39,129,Pickaway County,58521
39,131,Pike County,27784
39,133,Portage County,162426
39,135,Preble County,40848
39,137,Putnam County,33843
39,139,Richland County,121384
39,141,Ross County,76613
39,143,Sandusky County,58520
39,145,Scioto County,75051
39,147,Seneca County,55220
39,149,Shelby County,48592
39,151,Stark County,370723
39,153,Summit County,540814
39,155,Trumbull County,198069
39,157,Tuscarawas County,91993
39,159,Union County,59054
39,161,Van Wert County,28231
39,163,Vinton County,13028
39,165,Warren County,235601
39,167,Washington County,60018
39,169,Wayne County,115824
39,171,Williams County,36765
39,173,Wood County,131089
39,175,Wyandot County,21796
40,0,Oklahoma,3960676
40,1,Adair County,22224
40,3,Alfalfa County,5664
40,5,Atoka County,13738
40,7,Beaver County,5308
40,9,Beckham County,21834
40,11,Blaine County,9457
40,13,Bryan County,48089
40,15,Caddo County,28927
40,17,Canadian County,148635
40,19,Carter County,48328
40,21,Cherokee County,48819
40,23,Choctaw County,14642
40,25,Cimarron County,2148
40,27,Cleveland County,284537
40,29,Coal County,5511
40,31,Comanche County,121224
40,33,Cotton County,5650
40,35,Craig County,14110
40,37,Creek County,71362
40,39,Custer County,28913
40,41,Delaware County,43011
40,43,Dewey County,4896
40,45,Ellis County,3865
40,47,Garfield County,61332
40,49,Garvin County,27687
40,51,Grady County,55764
40,53,Grant County,4328
40,55,Greer County,5698
40,57,Harmon County,2645
40,59,Harper County,3707
40,61,Haskell County,12670
40,63,Hughes County,13240
40,65,Jackson County,24431
40,67,Jefferson County,5988
40,69,Johnston County,11055
40,71,Kay County,43668
40,73,Kingfisher County,15899
40,75,Kiowa County,8725
40,77,Latimer County,10044
40,79,Le Flore County,49804
40,81,Lincoln County,34939
40,83,Logan County,48084
40,85,Love County,10177
40,87,McClain County,40466
40,89,McCurtain County,32748
40,91,McIntosh County,19595
40,93,Major County,7630
40,95,Marshall County,16946
40,97,Mayes County,41136
40,99,Murray County,14081
40,101,Muskogee County,68097
40,103,Noble County,11168
40,105,Nowata County,10123
40,107,Okfuskee County,11956
40,109,Oklahoma County,797563
40,111,Okmulgee County,38417
40,113,Osage County,46942
40,115,Ottawa County,31180
